BytesProcessados,L_Barra_Janela,L_Barra_Acumulado,L_Barra_Teorico,H_0,H_1,SmoothedBPS,BitsNaJanela,ThresholdBPS,ResetFlag,ResetCount
3055000,3.5056,2.90745,2.90746,3.68428,3.21737,3.54485,17528,5.34251,0,0
3060000,3.5472,2.9085,2.9085,3.68428,3.21737,3.54556,17736,5.31728,0,0
3065000,3.6048,2.90964,2.90964,3.68428,3.21737,3.56333,18024,5.31834,0,0
3070000,3.7472,2.911,2.911,3.68428,3.21737,3.61849,18736,5.34499,0,0
3075000,3.8096,2.91246,2.91246,3.68428,3.21737,3.67582,19048,5.42774,0,0
3080000,3.4208,2.91329,2.91329,3.68428,3.21737,3.59932,17104,5.51374,0,0
3085000,3.0384,2.91349,2.91349,3.68428,3.21737,3.43104,15192,5.39897,0,0
3090000,2.952,2.91355,2.91355,3.68428,3.21737,3.28733,14760,5.14656,0,0
3095000,2.6512,2.91313,2.91313,3.68428,3.21737,3.09649,13256,4.93099,0,0
3100000,2.3216,2.91217,2.91218,3.68428,3.21737,2.86402,11608,4.64474,0,0
3105000,2.3168,2.91121,2.91121,3.68428,3.21737,2.69986,11584,4.29603,0,0
3110000,2.2928,2.91022,2.91022,3.68428,3.21737,2.57774,11464,4.04978,0,0
3115000,2.2848,2.90922,2.90922,3.68428,3.21737,2.48986,11424,3.86661,0,0
3120000,2.2928,2.90823,2.90823,3.68428,3.21737,2.43074,11464,3.73479,0,0
3125000,2.2752,2.90722,2.90722,3.68428,3.21737,2.38408,11376,3.64611,0,0
3130000,2.2592,2.90618,2.90618,3.68428,3.21737,2.34661,11296,3.57612,0,0
3135000,2.1776,2.90502,2.90502,3.68428,3.21737,2.29591,10888,3.51992,0,0
3140000,2.144,2.90381,2.90381,3.68428,3.21737,2.25034,10720,3.44387,0,0
3145000,2.2144,2.90271,2.90271,3.68428,3.21737,2.23956,11072,3.37551,0,0
3150000,2.2688,2.9017,2.90171,3.68428,3.21737,2.24833,11344,3.35933,0,0
3155000,1.1728,2.89896,2.89897,3.68428,3.21737,1.92567,5864,3.37249,0,0
3160000,0.6368,2.89538,2.89539,3.68428,3.21737,1.53901,3184,2.88851,0,0
3165000,1.8736,2.89377,2.89377,3.68428,3.21737,1.63939,9368,2.30851,0,0
3170000,2.0432,2.89243,2.89243,3.68428,3.21737,1.76053,10216,2.45908,0,0
3175000,2.2224,2.89137,2.89138,3.68428,3.21737,1.89909,11112,2.6408,0,0
3180000,2.352,2.89053,2.89053,3.68428,3.21737,2.03496,11760,2.84864,0,0
3185000,2.3808,2.88973,2.88973,3.68428,3.21737,2.13871,11904,3.05245,0,0
3190000,2.2928,2.88879,2.88879,3.68428,3.21737,2.18494,11464,3.20807,0,0
3195000,2.224,2.88775,2.88775,3.68428,3.21737,2.19666,11120,3.27741,0,0
3200000,2.2672,2.88678,2.88678,3.68428,3.21737,2.21782,11336,3.29499,0,0
3205000,2.2512,2.88579,2.88579,3.68428,3.21737,2.22783,11256,3.32673,0,0
3210000,2.2304,2.88477,2.88477,3.68428,3.21737,2.2286,11152,3.34175,0,0
3215000,2.1952,2.8837,2.8837,3.68428,3.21737,2.21858,10976,3.34291,0,0
3220000,2.2112,2.88265,2.88265,3.68428,3.21737,2.21637,11056,3.32787,0,0
3225000,2.1728,2.88155,2.88155,3.68428,3.21737,2.2033,10864,3.32455,0,0
3230000,2.1952,2.88049,2.88049,3.68428,3.21737,2.20087,10976,3.30495,0,0
3235000,2.1936,2.87943,2.87943,3.68428,3.21737,2.19869,10968,3.3013,0,0
3240000,2.2128,2.8784,2.8784,3.68428,3.21737,2.20292,11064,3.29803,0,0
3245000,2.6464,2.87804,2.87804,3.68428,3.21737,2.33597,13232,3.30438,0,0
3250000,2.9456,2.87814,2.87814,3.68428,3.21737,2.51886,14728,3.50395,0,0
3255000,3.1072,2.8785,2.8785,3.68428,3.21737,2.69536,15536,3.77828,0,0
3260000,3.2064,2.879,2.879,3.68428,3.21737,2.84867,16032,4.04304,0,0
3265000,3.256,2.87958,2.87958,3.68428,3.21737,2.97087,16280,4.27301,0,0
3270000,3.312,2.88024,2.88024,3.68428,3.21737,3.07321,16560,4.4563,0,0
3275000,3.3392,2.88094,2.88094,3.68428,3.21737,3.15301,16696,4.60981,0,0
3280000,3.3568,2.88166,2.88167,3.68428,3.21737,3.21414,16784,4.72951,0,0
3285000,3.2784,2.88227,2.88227,3.68428,3.21737,3.23342,16392,4.82122,0,0
3290000,3.2832,2.88288,2.88288,3.68428,3.21737,3.24835,16416,4.85013,0,0
3295000,3.328,2.88355,2.88355,3.68428,3.21737,3.27225,16640,4.87253,0,0
3300000,3.2896,2.88417,2.88417,3.68428,3.21737,3.27745,16448,4.90837,0,0
3305000,3.2576,2.88473,2.88473,3.68428,3.21737,3.2715,16288,4.91618,0,0
3310000,3.2048,2.88522,2.88522,3.68428,3.21737,3.25149,16024,4.90725,0,0
3315000,3.1952,2.88568,2.88569,3.68428,3.21737,3.2346,15976,4.87723,0,0
3320000,3.2096,2.88617,2.88617,3.68428,3.21737,3.2271,16048,4.8519,0,0
3325000,3.1856,2.88662,2.88662,3.68428,3.21737,3.21465,15928,4.84065,0,0
3330000,3.296,2.88724,2.88724,3.68428,3.21737,3.23906,16480,4.82198,0,0
3335000,3.2976,2.88785,2.88785,3.68428,3.21737,3.25662,16488,4.85858,0,0
3340000,3.2992,2.88847,2.88847,3.68428,3.21737,3.26939,16496,4.88493,0,0
3345000,3.2544,2.88901,2.88902,3.68428,3.21737,3.2649,16272,4.90409,0,0
3350000,3.2816,2.8896,2.8896,3.68428,3.21737,3.26991,16408,4.89734,0,0
3355000,3.2384,2.89012,2.89012,3.68428,3.21737,3.26045,16192,4.90486,0,0
3360000,3.224,2.89062,2.89062,3.68428,3.21737,3.24952,16120,4.89068,0,0
3365000,3.2288,2.89112,2.89112,3.68428,3.21737,3.2433,16144,4.87428,0,0
3370000,3.256,2.89166,2.89166,3.68428,3.21737,3.24711,16280,4.86495,0,0
3375000,3.264,2.89221,2.89221,3.68428,3.21737,3.25218,16320,4.87067,0,0
3380000,3.2352,2.89272,2.89272,3.68428,3.21737,3.24708,16176,4.87827,0,0
3385000,3.1104,2.89304,2.89304,3.68428,3.21737,3.20608,15552,4.87063,0,0
3390000,3.1056,2.89335,2.89336,3.68428,3.21737,3.17594,15528,4.80912,0,0
3395000,3.2272,2.89385,2.89385,3.68428,3.21737,3.19131,16136,4.7639,0,0
3400000,3.264,2.89439,2.89439,3.68428,3.21737,3.21312,16320,4.78697,0,0
3405000,3.2976,2.89498,2.89498,3.68428,3.21737,3.23846,16488,4.81968,0,0
3410000,3.2496,2.8955,2.8955,3.68428,3.21737,3.24181,16248,4.8577,0,0
3415000,3.3776,2.89621,2.89621,3.68428,3.21737,3.28254,16888,4.86271,0,0
3420000,3.3968,2.89694,2.89694,3.68428,3.21737,3.31682,16984,4.92382,0,0
3425000,3.3104,2.89754,2.89754,3.68428,3.21737,3.31489,16552,4.97523,0,0
3430000,3.1744,2.89795,2.89795,3.68428,3.21737,3.27275,15872,4.97234,0,0
3435000,3.2032,2.89839,2.89839,3.68428,3.21737,3.25188,16016,4.90912,0,0
3440000,3.1728,2.89879,2.89879,3.68428,3.21737,3.22816,15864,4.87782,0,0
3445000,3.1248,2.89912,2.89912,3.68428,3.21737,3.19715,15624,4.84224,0,0
3450000,3.1824,2.89953,2.89953,3.68428,3.21737,3.19273,15912,4.79573,0,0
3455000,3.1392,2.89988,2.89988,3.68428,3.21737,3.17667,15696,4.78909,0,0
3460000,3.2496,2.90038,2.90038,3.68428,3.21737,3.19855,16248,4.765,0,0
3465000,3.184,2.90079,2.90079,3.68428,3.21737,3.19418,15920,4.79782,0,0
3470000,3.1136,2.9011,2.9011,3.68428,3.21737,3.17001,15568,4.79127,0,0
3475000,3.0416,2.9013,2.9013,3.68428,3.21737,3.13149,15208,4.75501,0,0
3480000,3.0288,2.90148,2.90148,3.68428,3.21737,3.10068,15144,4.69723,0,0
3485000,3.0048,2.90163,2.90163,3.68428,3.21737,3.07192,15024,4.65102,0,0
3490000,3.0448,2.90184,2.90184,3.68428,3.21737,3.06378,15224,4.60787,0,0
3495000,3.1184,2.90215,2.90215,3.68428,3.21737,3.08017,15592,4.59567,0,0
3500000,3.0624,2.90237,2.90238,3.68428,3.21737,3.07484,15312,4.62025,0,0
3505000,3.1952,2.90279,2.90279,3.68428,3.21737,3.11095,15976,4.61226,0,0
3510000,3.3456,2.90342,2.90342,3.68428,3.21737,3.18134,16728,4.66642,0,0
3515000,3.1936,2.90384,2.90384,3.68428,3.21737,3.18502,15968,4.77201,0,0
3520000,3.2112,2.90427,2.90427,3.68428,3.21737,3.19287,16056,4.77753,0,0
3525000,3.2112,2.90471,2.90471,3.68428,3.21737,3.19837,16056,4.78931,0,0
3530000,3.256,2.90521,2.90521,3.68428,3.21737,3.21566,16280,4.79756,0,0
3535000,3.3616,2.90585,2.90585,3.68428,3.21737,3.25944,16808,4.82349,0,0
3540000,3.3664,2.9065,2.9065,3.68428,3.21737,3.29153,16832,4.88916,0,0
3545000,3.44,2.90725,2.90726,3.68428,3.21737,3.33607,17200,4.93729,0,0
3550000,3.4784,2.90806,2.90806,3.68428,3.21737,3.37877,17392,5.00411,0,0
3555000,3.4224,2.90878,2.90878,3.68428,3.21737,3.39186,17112,5.06815,0,0
3560000,3.4736,2.90958,2.90958,3.68428,3.21737,3.41638,17368,5.08779,0,0
3565000,3.5248,2.91044,2.91044,3.68428,3.21737,3.44891,17624,5.12457,0,0
3570000,3.5296,2.91131,2.91131,3.68428,3.21737,3.47311,17648,5.17336,0,0
3575000,3.5504,2.9122,2.9122,3.68428,3.21737,3.4963,17752,5.20967,0,0
3580000,3.56,2.9131,2.91311,3.68428,3.21737,3.51541,17800,5.24445,0,0
3585000,3.5392,2.91398,2.91398,3.68428,3.21737,3.52255,17696,5.27312,0,0
3590000,3.7808,2.91518,2.91519,3.68428,3.21737,3.60002,18904,5.28382,0,0
3595000,3.7536,2.91635,2.91635,3.68428,3.21737,3.6461,18768,5.40003,0,0
3600000,3.7632,2.91753,2.91753,3.68428,3.21737,3.68123,18816,5.46914,0,0
3605000,3.7104,2.91863,2.91863,3.68428,3.21737,3.68998,18552,5.52184,0,0
3610000,3.1104,2.91889,2.91889,3.68428,3.21737,3.51611,15552,5.53497,0,0
3615000,2.9568,2.91894,2.91895,3.68428,3.21737,3.34831,14784,5.27416,0,0
3620000,3.008,2.91907,2.91907,3.68428,3.21737,3.24622,15040,5.02247,0,0
3625000,2.4864,2.91847,2.91847,3.68428,3.21737,3.01827,12432,4.86933,0,0
3630000,2.4,2.91776,2.91776,3.68428,3.21737,2.83279,12000,4.52741,0,0
3635000,2.3392,2.91696,2.91696,3.68428,3.21737,2.68471,11696,4.24919,0,0
3640000,2.296,2.91611,2.91611,3.68428,3.21737,2.5681,11480,4.02707,0,0
3645000,2.28,2.91524,2.91524,3.68428,3.21737,2.48167,11400,3.85215,0,0
3650000,2.2416,2.91431,2.91431,3.68428,3.21737,2.40965,11208,3.7225,0,0
3655000,2.248,2.9134,2.9134,3.68428,3.21737,2.36115,11240,3.61447,0,0
3660000,2.1904,2.91241,2.91242,3.68428,3.21737,2.30993,10952,3.54173,0,0
3665000,2.152,2.91138,2.91138,3.68428,3.21737,2.26255,10760,3.46489,0,0
3670000,2.2272,2.91044,2.91044,3.68428,3.21737,2.25194,11136,3.39382,0,0
3675000,2.24,2.90953,2.90953,3.68428,3.21737,2.24836,11200,3.37792,0,0
3680000,0.9168,2.90682,2.90682,3.68428,3.21737,1.84889,4584,3.37254,0,0
3685000,0.72,2.90386,2.90386,3.68428,3.21737,1.51023,3600,2.77334,0,0
3690000,1.8608,2.90244,2.90244,3.68428,3.21737,1.6154,9304,2.26534,0,0
3695000,2.0448,2.90128,2.90128,3.68428,3.21737,1.74422,10224,2.4231,0,0
3700000,2.2592,2.90042,2.90042,3.68428,3.21737,1.89871,11296,2.61633,0,0
3705000,2.3856,2.89972,2.89972,3.68428,3.21737,2.04478,11928,2.84807,0,0
3710000,2.3104,2.89893,2.89893,3.68428,3.21737,2.12447,11552,3.06717,0,0
3715000,2.3344,2.89817,2.89817,3.68428,3.21737,2.18745,11672,3.1867,0,0
3720000,2.2608,2.89731,2.89731,3.68428,3.21737,2.20945,11304,3.28117,0,0
3725000,2.2464,2.89644,2.89644,3.68428,3.21737,2.22054,11232,3.31418,0,0
3730000,2.1904,2.89549,2.89549,3.68428,3.21737,2.2115,10952,3.3308,0,0
3735000,2.2464,2.89462,2.89462,3.68428,3.21737,2.22197,11232,3.31724,0,0
3740000,2.2208,2.89372,2.89372,3.68428,3.21737,2.22162,11104,3.33295,0,0
3745000,2.1952,2.89279,2.89279,3.68428,3.21737,2.21369,10976,3.33243,0,0
3750000,2.1984,2.89186,2.89186,3.68428,3.21737,2.2091,10992,3.32054,0,0
3755000,2.2016,2.89094,2.89094,3.68428,3.21737,2.20685,11008,3.31366,0,0
3760000,2.4448,2.89035,2.89035,3.68428,3.21737,2.27824,12224,3.31028,0,0
3765000,2.8656,2.89032,2.89032,3.68428,3.21737,2.45445,14328,3.41736,0,0
3770000,2.976,2.89043,2.89043,3.68428,3.21737,2.61091,14880,3.68167,0,0
3775000,3.1632,2.89079,2.89079,3.68428,3.21737,2.7766,15816,3.91637,0,0
3780000,2.9872,2.89092,2.89092,3.68428,3.21737,2.83978,14936,4.1649,0,0
3785000,2.9728,2.89103,2.89103,3.68428,3.21737,2.87969,14864,4.25967,0,0
3790000,3.0832,2.89128,2.89128,3.68428,3.21737,2.94074,15416,4.31953,0,0
3795000,3.4,2.89195,2.89195,3.68428,3.21737,3.07852,17000,4.41111,0,0
3800000,3.4752,2.89272,2.89272,3.68428,3.21737,3.19752,17376,4.61778,0,0
3805000,3.432,2.89343,2.89343,3.68428,3.21737,3.26787,17160,4.79628,0,0
3810000,3.3696,2.89405,2.89405,3.68428,3.21737,3.29839,16848,4.9018,0,0
3815000,3.2928,2.89457,2.89458,3.68428,3.21737,3.29671,16464,4.94758,0,0
3820000,3.2672,2.89506,2.89506,3.68428,3.21737,3.28786,16336,4.94507,0,0
3825000,3.2528,2.89553,2.89553,3.68428,3.21737,3.27734,16264,4.93179,0,0
3830000,3.2032,2.89593,2.89593,3.68428,3.21737,3.2551,16016,4.91601,0,0
3835000,3.2352,2.89637,2.89637,3.68428,3.21737,3.24913,16176,4.88265,0,0
3840000,3.2944,2.89689,2.89689,3.68428,3.21737,3.26271,16472,4.87369,0,0
3845000,3.3072,2.89743,2.89743,3.68428,3.21737,3.27606,16536,4.89407,0,0
3850000,3.3152,2.89797,2.89797,3.68428,3.21737,3.2878,16576,4.91409,0,0
3855000,3.2608,2.89844,2.89844,3.68428,3.21737,3.2797,16304,4.9317,0,0
3860000,3.1856,2.89881,2.89881,3.68428,3.21737,3.25147,15928,4.91955,0,0
3865000,3.2288,2.89924,2.89924,3.68428,3.21737,3.24467,16144,4.8772,0,0
3870000,3.1856,2.89961,2.89961,3.68428,3.21737,3.22695,15928,4.867,0,0
3875000,3.208,2.90001,2.90001,3.68428,3.21737,3.22126,16040,4.84042,0,0
3880000,3.0688,2.90022,2.90022,3.68428,3.21737,3.17552,15344,4.8319,0,0
3885000,3.1824,2.90059,2.90059,3.68428,3.21737,3.17759,15912,4.76329,0,0
3890000,3.2528,2.90104,2.90104,3.68428,3.21737,3.20015,16264,4.76638,0,0
3895000,3.3264,2.90158,2.90159,3.68428,3.21737,3.23803,16632,4.80023,0,0
3900000,3.3024,2.9021,2.9021,3.68428,3.21737,3.25734,16512,4.85704,0,0
3905000,3.3344,2.90265,2.90265,3.68428,3.21737,3.28046,16672,4.88601,0,0
3910000,3.3408,2.90321,2.90321,3.68428,3.21737,3.29856,16704,4.92068,0,0
3915000,3.3312,2.90376,2.90376,3.68428,3.21737,3.30835,16656,4.94784,0,0
3920000,3.304,2.90427,2.90427,3.68428,3.21737,3.30705,16520,4.96253,0,0
3925000,3.2896,2.90476,2.90476,3.68428,3.21737,3.30181,16448,4.96057,0,0
3930000,3.3936,2.90538,2.90538,3.68428,3.21737,3.32935,16968,4.95272,0,0
3935000,3.416,2.90603,2.90603,3.68428,3.21737,3.35534,17080,4.99402,0,0
3940000,3.3344,2.90657,2.90658,3.68428,3.21737,3.34906,16672,5.03302,0,0
3945000,3.2704,2.90704,2.90704,3.68428,3.21737,3.32546,16352,5.02359,0,0
3950000,3.2592,2.90748,2.90748,3.68428,3.21737,3.30558,16296,4.98819,0,0
3955000,3.2,2.90785,2.90785,3.68428,3.21737,3.27391,16000,4.95838,0,0
3960000,3.2496,2.90828,2.90828,3.68428,3.21737,3.26662,16248,4.91086,0,0
3965000,3.1936,2.90864,2.90864,3.68428,3.21737,3.24471,15968,4.89992,0,0
3970000,3.2464,2.90907,2.90907,3.68428,3.21737,3.24522,16232,4.86707,0,0
3975000,3.3536,2.90963,2.90963,3.68428,3.21737,3.27773,16768,4.86783,0,0
3980000,3.3792,2.91022,2.91022,3.68428,3.21737,3.30817,16896,4.9166,0,0
3985000,3.3152,2.91073,2.91073,3.68428,3.21737,3.31028,16576,4.96226,0,0
3990000,3.3824,2.91132,2.91132,3.68428,3.21737,3.33192,16912,4.96542,0,0
3995000,3.3488,2.91186,2.91187,3.68428,3.21737,3.33698,16744,4.99787,0,0
4000000,3.3424,2.9124,2.9124,3.68428,3.21737,3.33861,16712,5.00547,0,0
4005000,3.3472,2.91294,2.91295,3.68428,3.21737,3.34119,16736,5.00791,0,0
4010000,3.248,2.91336,2.91336,3.68428,3.21737,3.31323,16240,5.01178,0,0
4015000,3.2144,2.91374,2.91374,3.68428,3.21737,3.28358,16072,4.96984,0,0
4020000,3.12,2.91399,2.91399,3.68428,3.21737,3.23451,15600,4.92537,0,0
4025000,3.0528,2.91417,2.91417,3.68428,3.21737,3.17999,15264,4.85176,0,0
4030000,3.0144,2.91429,2.91429,3.68428,3.21737,3.13032,15072,4.76999,0,0
4035000,3.1504,2.91458,2.91458,3.68428,3.21737,3.13634,15752,4.69547,0,0
4040000,3.1424,2.91487,2.91487,3.68428,3.21737,3.13816,15712,4.70451,0,0
4045000,3.1184,2.91512,2.91512,3.68428,3.21737,3.13223,15592,4.70724,0,0
4050000,3.1472,2.9154,2.9154,3.68428,3.21737,3.13672,15736,4.69835,0,0
4055000,3.1792,2.91573,2.91573,3.68428,3.21737,3.14947,15896,4.70508,0,0
4060000,3.3424,2.91625,2.91625,3.68428,3.21737,3.20735,16712,4.7242,0,0
4065000,3.4048,2.91686,2.91686,3.68428,3.21737,3.26658,17024,4.81102,0,0
4070000,3.3856,2.91743,2.91743,3.68428,3.21737,3.30229,16928,4.89987,0,0
4075000,3.408,2.91803,2.91803,3.68428,3.21737,3.334,17040,4.95343,0,0
4080000,3.4224,2.91865,2.91865,3.68428,3.21737,3.36052,17112,5.001,0,0
4085000,3.5072,2.91937,2.91937,3.68428,3.21737,3.40452,17536,5.04078,0,0
4090000,3.5312,2.92012,2.92012,3.68428,3.21737,3.44253,17656,5.10679,0,0
4095000,3.52,2.92085,2.92085,3.68428,3.21737,3.46577,17600,5.16379,0,0
4100000,3.6672,2.92176,2.92176,3.68428,3.21737,3.5262,18336,5.19865,0,0
4105000,3.6368,2.92263,2.92263,3.68428,3.21737,3.55938,18184,5.2893,0,0
4110000,3.5808,2.92343,2.92343,3.68428,3.21737,3.56581,17904,5.33907,0,0
4115000,3.616,2.92428,2.92428,3.68428,3.21737,3.58086,18080,5.34871,0,0
4120000,3.5088,2.92498,2.92499,3.68428,3.21737,3.55924,17544,5.3713,0,0
4125000,3.5824,2.92578,2.92578,3.68428,3.21737,3.56619,17912,5.33887,0,0
4130000,3.5952,2.92659,2.92659,3.68428,3.21737,3.57489,17976,5.34929,0,0
4135000,3.5984,2.9274,2.9274,3.68428,3.21737,3.58195,17992,5.36234,0,0
4140000,3.1296,2.92765,2.92765,3.68428,3.21737,3.44624,15648,5.37292,0,0
4145000,3.0656,2.92781,2.92782,3.68428,3.21737,3.33205,15328,5.16936,0,0
4150000,2.8528,2.92772,2.92773,3.68428,3.21737,3.18827,14264,4.99807,0,0
4155000,2.3648,2.92705,2.92705,3.68428,3.21737,2.94123,11824,4.78241,0,0
4160000,2.3472,2.92635,2.92635,3.68428,3.21737,2.76302,11736,4.41185,0,0
4165000,2.3088,2.92561,2.92561,3.68428,3.21737,2.62676,11544,4.14453,0,0
4170000,2.2816,2.92484,2.92484,3.68428,3.21737,2.52321,11408,3.94013,0,0
4175000,2.2608,2.92404,2.92404,3.68428,3.21737,2.44449,11304,3.78481,0,0
4180000,2.2256,2.92321,2.92321,3.68428,3.21737,2.37882,11128,3.66673,0,0
4185000,2.24,2.92239,2.92239,3.68428,3.21737,2.33717,11200,3.56823,0,0
4190000,2.2016,2.92153,2.92153,3.68428,3.21737,2.2965,11008,3.50576,0,0
4195000,2.3248,2.92082,2.92082,3.68428,3.21737,2.30499,11624,3.44475,0,0
4200000,2.112,2.91986,2.91986,3.68428,3.21737,2.24709,10560,3.45749,0,0
4205000,0.776,2.91731,2.91731,3.68428,3.21737,1.80577,3880,3.37064,0,0
4210000,0.7872,2.91478,2.91478,3.68428,3.21737,1.5002,3936,2.70865,0,0
4215000,1.9744,2.91366,2.91366,3.68428,3.21737,1.64246,9872,2.25029,0,0
4220000,2.088,2.91268,2.91268,3.68428,3.21737,1.77612,10440,2.46369,0,0
4225000,2.3088,2.91197,2.91197,3.68428,3.21737,1.93592,11544,2.66418,0,0
4230000,2.4128,2.91138,2.91138,3.68428,3.21737,2.07899,12064,2.90389,0,0
4235000,2.3376,2.9107,2.9107,3.68428,3.21737,2.15657,11688,3.11848,0,0
4240000,2.2592,2.90993,2.90993,3.68428,3.21737,2.18736,11296,3.23486,0,0
4245000,2.2304,2.90913,2.90913,3.68428,3.21737,2.20027,11152,3.28104,0,0
4250000,2.216,2.90832,2.90832,3.68428,3.21737,2.20499,11080,3.30041,0,0
4255000,2.2064,2.90749,2.90749,3.68428,3.21737,2.20541,11032,3.30749,0,0
4260000,2.2144,2.90668,2.90668,3.68428,3.21737,2.20811,11072,3.30812,0,0
4265000,2.216,2.90587,2.90587,3.68428,3.21737,2.21048,11080,3.31216,0,0
4270000,2.2768,2.90513,2.90513,3.68428,3.21737,2.23037,11384,3.31571,0,0
4275000,2.2592,2.90438,2.90438,3.68428,3.21737,2.23902,11296,3.34556,0,0
4280000,2.712,2.90415,2.90415,3.68428,3.21737,2.38092,13560,3.35853,0,0
4285000,2.9728,2.90423,2.90423,3.68428,3.21737,2.55848,14864,3.57137,0,0
4290000,3.0048,2.90435,2.90435,3.68428,3.21737,2.69238,15024,3.83772,0,0
4295000,3.0944,2.90457,2.90457,3.68428,3.21737,2.81298,15472,4.03856,0,0
4300000,3.184,2.90489,2.9049,3.68428,3.21737,2.92429,15920,4.21948,0,0
4305000,3.0288,2.90504,2.90504,3.68428,3.21737,2.95564,15144,4.38643,0,0
4310000,2.9168,2.90505,2.90505,3.68428,3.21737,2.94399,14584,4.43346,0,0
4315000,3.1888,2.90538,2.90538,3.68428,3.21737,3.01743,15944,4.41598,0,0
4320000,3.4688,2.90603,2.90603,3.68428,3.21737,3.15284,17344,4.52615,0,0
4325000,3.5152,2.90674,2.90674,3.68428,3.21737,3.26155,17576,4.72926,0,0
4330000,3.3648,2.90727,2.90727,3.68428,3.21737,3.29252,16824,4.89232,0,0
4335000,3.3408,2.90777,2.90777,3.68428,3.21737,3.30701,16704,4.93879,0,0
4340000,3.328,2.90825,2.90825,3.68428,3.21737,3.31331,16640,4.96051,0,0
4345000,3.24,2.90863,2.90863,3.68428,3.21737,3.29131,16200,4.96996,0,0
4350000,3.1744,2.90894,2.90894,3.68428,3.21737,3.25624,15872,4.93697,0,0
4355000,3.1648,2.90923,2.90923,3.68428,3.21737,3.22881,15824,4.88436,0,0
4360000,3.2176,2.90959,2.90959,3.68428,3.21737,3.22545,16088,4.84321,0,0
4365000,3.1856,2.9099,2.9099,3.68428,3.21737,3.21349,15928,4.83817,0,0
4370000,3.144,2.91017,2.91017,3.68428,3.21737,3.19264,15720,4.82024,0,0
4375000,3.1888,2.91049,2.91049,3.68428,3.21737,3.19149,15944,4.78897,0,0
4380000,3.2352,2.91086,2.91086,3.68428,3.21737,3.2046,16176,4.78724,0,0
4385000,3.1968,2.91118,2.91119,3.68428,3.21737,3.20226,15984,4.80691,0,0
4390000,3.1152,2.91142,2.91142,3.68428,3.21737,3.17614,15576,4.80339,0,0
4395000,3.168,2.91171,2.91171,3.68428,3.21737,3.1737,15840,4.76422,0,0
4400000,3.328,2.91218,2.91218,3.68428,3.21737,3.21999,16640,4.76055,0,0
4405000,3.328,2.91265,2.91265,3.68428,3.21737,3.25239,16640,4.82999,0,0
4410000,3.296,2.91309,2.91309,3.68428,3.21737,3.26548,16480,4.87859,0,0
4415000,3.2256,2.91344,2.91344,3.68428,3.21737,3.25351,16128,4.89821,0,0
4420000,3.2432,2.91382,2.91382,3.68428,3.21737,3.25042,16216,4.88027,0,0
4425000,3.3056,2.91426,2.91426,3.68428,3.21737,3.26697,16528,4.87563,0,0
4430000,3.408,2.91482,2.91482,3.68428,3.21737,3.30928,17040,4.90046,0,0
4435000,3.328,2.91528,2.91528,3.68428,3.21737,3.3149,16640,4.96392,0,0
4440000,3.3888,2.91581,2.91582,3.68428,3.21737,3.33707,16944,4.97235,0,0
4445000,3.4832,2.91645,2.91645,3.68428,3.21737,3.38091,17416,5.0056,0,0
4450000,3.4624,2.91707,2.91707,3.68428,3.21737,3.40536,17312,5.07136,0,0
4455000,3.3136,2.91751,2.91751,3.68428,3.21737,3.37783,16568,5.10803,0,0
4460000,3.3248,2.91797,2.91797,3.68428,3.21737,3.36192,16624,5.06674,0,0
4465000,3.2576,2.91835,2.91835,3.68428,3.21737,3.33062,16288,5.04288,0,0
4470000,3.2496,2.91872,2.91872,3.68428,3.21737,3.30632,16248,4.99594,0,0
4475000,3.2656,2.91911,2.91911,3.68428,3.21737,3.2941,16328,4.95948,0,0
4480000,3.2208,2.91944,2.91944,3.68428,3.21737,3.27211,16104,4.94115,0,0
4485000,3.344,2.91992,2.91992,3.68428,3.21737,3.29368,16720,4.90817,0,0
4490000,3.312,2.92035,2.92035,3.68428,3.21737,3.29917,16560,4.94052,0,0
4495000,3.1888,2.92065,2.92065,3.68428,3.21737,3.26606,15944,4.94876,0,0
4500000,3.2256,2.92099,2.92099,3.68428,3.21737,3.25392,16128,4.89909,0,0
4505000,3.2704,2.92138,2.92138,3.68428,3.21737,3.25887,16352,4.88089,0,0
4510000,3.2512,2.92174,2.92174,3.68428,3.21737,3.25657,16256,4.8883,0,0
4515000,3.3024,2.92217,2.92217,3.68428,3.21737,3.27032,16512,4.88485,0,0
4520000,3.2864,2.92257,2.92257,3.68428,3.21737,3.27514,16432,4.90547,0,0
4525000,3.3536,2.92304,2.92304,3.68428,3.21737,3.29868,16768,4.91271,0,0
4530000,3.3232,2.92349,2.92349,3.68428,3.21737,3.30604,16616,4.94802,0,0
4535000,3.3072,2.92391,2.92391,3.68428,3.21737,3.30638,16536,4.95905,0,0
4540000,3.2416,2.92426,2.92426,3.68428,3.21737,3.28695,16208,4.95958,0,0
4545000,3.1824,2.92454,2.92454,3.68428,3.21737,3.25558,15912,4.93042,0,0
4550000,3.1792,2.92482,2.92482,3.68428,3.21737,3.23267,15896,4.88338,0,0
4555000,3.144,2.92506,2.92507,3.68428,3.21737,3.20607,15720,4.849,0,0
4560000,3.0752,2.92523,2.92523,3.68428,3.21737,3.16681,15376,4.8091,0,0
4565000,3.088,2.92541,2.92541,3.68428,3.21737,3.14317,15440,4.75021,0,0
